as_of_mode,summary_date,date,countries_available,countries_missing,coverage_ratio,coverage_warning,configured_weights,effective_weights,global_growth_score,global_inflation_score,global_liquidity_score,global_valuation_score,global_regime,investment_clock,global_investment_clock,us_regime,us_latest_date,china_regime,china_latest_date,eurozone_regime,eurozone_latest_date,run_timestamp,selected_mode,schema_version
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3360166117131855,0.0339092035081005,0.0821095615372002,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 06:33:54.103215,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3270412315485835,-0.1171325041683095,0.0996720211026994,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 07:05:51.173708,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3360166117131855,0.0251207605235579,0.124331014280142,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 07:05:51.173708,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3270412315485835,-0.1171325041683095,0.0996720211026994,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 07:05:51.173760,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3360166117131855,0.0251207605235579,0.124331014280142,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 07:05:51.173760,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3270412315485835,-0.1171325041683095,0.0996720211026994,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 07:43:54.001484,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3360166117131855,0.0251207605235579,0.124331014280142,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 07:43:54.001484,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956338,-0.3310417434751333,-0.1217160882990789,0.1010497116696926,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 09:33:10.103030,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,0.1242188524830138,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 09:33:10.103030,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956338,-0.3310417434751333,-0.1217160882990789,0.1010497116696926,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 09:33:10.138312,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,0.1242188524830138,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 09:33:10.138312,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956338,-0.3310417434751333,-0.1217160882990789,0.1010497116696926,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 10:49:18.301917,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,0.1242188524830138,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 10:49:18.301917,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956338,-0.3310417434751333,-0.1217160882990789,0.1010497116696926,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 10:49:18.336419,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,0.1242188524830138,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-20 10:49:18.336419,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3310417434751333,-0.121716088299079,-0.6357010961343099,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 00:30:37.289865,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,-0.6134545009107267,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 00:30:37.289865,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3310417434751333,-0.121716088299079,-0.6357010961343099,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 00:30:37.319019,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,-0.6134545009107267,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 00:30:37.319019,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3310417434751333,-0.121716088299079,-0.6357010961343099,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 04:57:04.354044,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,-0.6134545009107267,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 04:57:04.354044,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3310417434751333,-0.121716088299079,-0.6357010961343099,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 04:57:04.388988,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,-0.6134545009107267,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 04:57:04.388988,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3310417434751333,-0.121716088299079,-0.6357010961343099,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 05:00:57.493788,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.339715411530136,0.0251207605235579,-0.6134545009107267,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 05:00:57.493788,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1975329095956333,-0.3310417434751333,-0.121716088299079,-0.6357010961343099,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 05:00:57.524781,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.24696391286875724,-0.339715411530136,0.02512076052355796,-0.6134545009107267,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-03-01 00:00:00,2026-03-21 05:00:57.524781,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
