date,value,series_id,country,source,frequency,release_date,ingested_at
1999-01-01,-1.2,cpi,china,tushare,monthly,1999-01-01,2026-03-27 22:24:36.331607+00:00
1999-02-01,-1.3,cpi,china,tushare,monthly,1999-02-01,2026-03-27 22:24:36.331607+00:00
1999-03-01,-1.8,cpi,china,tushare,monthly,1999-03-01,2026-03-27 22:24:36.331607+00:00
1999-04-01,-2.2,cpi,china,tushare,monthly,1999-04-01,2026-03-27 22:24:36.331607+00:00
1999-05-01,-2.2,cpi,china,tushare,monthly,1999-05-01,2026-03-27 22:24:36.331607+00:00
1999-06-01,-2.1,cpi,china,tushare,monthly,1999-06-01,2026-03-27 22:24:36.331607+00:00
1999-07-01,-1.4,cpi,china,tushare,monthly,1999-07-01,2026-03-27 22:24:36.331607+00:00
1999-08-01,-1.3,cpi,china,tushare,monthly,1999-08-01,2026-03-27 22:24:36.331607+00:00
1999-09-01,-0.8,cpi,china,tushare,monthly,1999-09-01,2026-03-27 22:24:36.331607+00:00
1999-10-01,-0.6,cpi,china,tushare,monthly,1999-10-01,2026-03-27 22:24:36.331607+00:00
1999-11-01,-0.9,cpi,china,tushare,monthly,1999-11-01,2026-03-27 22:24:36.331607+00:00
1999-12-01,-1.0,cpi,china,tushare,monthly,1999-12-01,2026-03-27 22:24:36.331607+00:00
2000-01-01,-0.2,cpi,china,tushare,monthly,2000-01-01,2026-03-27 22:24:36.331607+00:00
2000-02-01,0.7,cpi,china,tushare,monthly,2000-02-01,2026-03-27 22:24:36.331607+00:00
2000-03-01,-0.2,cpi,china,tushare,monthly,2000-03-01,2026-03-27 22:24:36.331607+00:00
2000-04-01,-0.3,cpi,china,tushare,monthly,2000-04-01,2026-03-27 22:24:36.331607+00:00
2000-05-01,0.1,cpi,china,tushare,monthly,2000-05-01,2026-03-27 22:24:36.331607+00:00
2000-06-01,0.5,cpi,china,tushare,monthly,2000-06-01,2026-03-27 22:24:36.331607+00:00
2000-07-01,0.5,cpi,china,tushare,monthly,2000-07-01,2026-03-27 22:24:36.331607+00:00
2000-08-01,0.3,cpi,china,tushare,monthly,2000-08-01,2026-03-27 22:24:36.331607+00:00
2000-09-01,0.0,cpi,china,tushare,monthly,2000-09-01,2026-03-27 22:24:36.331607+00:00
2000-10-01,0.0,cpi,china,tushare,monthly,2000-10-01,2026-03-27 22:24:36.331607+00:00
2000-11-01,1.3,cpi,china,tushare,monthly,2000-11-01,2026-03-27 22:24:36.331607+00:00
2000-12-01,1.5,cpi,china,tushare,monthly,2000-12-01,2026-03-27 22:24:36.331607+00:00
2001-01-01,1.19,cpi,china,tushare,monthly,2001-01-01,2026-03-27 22:24:36.331607+00:00
2001-02-01,0.0,cpi,china,tushare,monthly,2001-02-01,2026-03-27 22:24:36.331607+00:00
