date,value,series_id,country,source,frequency,release_date,ingested_at
1885-09-01,15.11,shiller_pe_proxy,us,multpl,monthly,1885-09-01,2026-03-23 03:32:54.406941+00:00
1885-10-01,15.98,shiller_pe_proxy,us,multpl,monthly,1885-10-01,2026-03-23 03:32:54.406941+00:00
1885-11-01,16.83,shiller_pe_proxy,us,multpl,monthly,1885-11-01,2026-03-23 03:32:54.406941+00:00
1885-12-01,16.31,shiller_pe_proxy,us,multpl,monthly,1885-12-01,2026-03-23 03:32:54.406941+00:00
1886-01-01,16.7,shiller_pe_proxy,us,multpl,monthly,1886-01-01,2026-03-23 03:32:54.406941+00:00
1886-02-01,17.01,shiller_pe_proxy,us,multpl,monthly,1886-02-01,2026-03-23 03:32:54.406941+00:00
1886-03-01,16.84,shiller_pe_proxy,us,multpl,monthly,1886-03-01,2026-03-23 03:32:54.406941+00:00
1886-04-01,16.81,shiller_pe_proxy,us,multpl,monthly,1886-04-01,2026-03-23 03:32:54.406941+00:00
1886-05-01,16.87,shiller_pe_proxy,us,multpl,monthly,1886-05-01,2026-03-23 03:32:54.406941+00:00
1886-06-01,17.82,shiller_pe_proxy,us,multpl,monthly,1886-06-01,2026-03-23 03:32:54.406941+00:00
1886-07-01,17.85,shiller_pe_proxy,us,multpl,monthly,1886-07-01,2026-03-23 03:32:54.406941+00:00
1886-08-01,17.72,shiller_pe_proxy,us,multpl,monthly,1886-08-01,2026-03-23 03:32:54.406941+00:00
1886-09-01,18.14,shiller_pe_proxy,us,multpl,monthly,1886-09-01,2026-03-23 03:32:54.406941+00:00
1886-10-01,18.55,shiller_pe_proxy,us,multpl,monthly,1886-10-01,2026-03-23 03:32:54.406941+00:00
1886-11-01,18.96,shiller_pe_proxy,us,multpl,monthly,1886-11-01,2026-03-23 03:32:54.406941+00:00
1886-12-01,18.2,shiller_pe_proxy,us,multpl,monthly,1886-12-01,2026-03-23 03:32:54.406941+00:00
1887-01-01,17.52,shiller_pe_proxy,us,multpl,monthly,1887-01-01,2026-03-23 03:32:54.406941+00:00
1887-02-01,17.12,shiller_pe_proxy,us,multpl,monthly,1887-02-01,2026-03-23 03:32:54.406941+00:00
1887-03-01,17.47,shiller_pe_proxy,us,multpl,monthly,1887-03-01,2026-03-23 03:32:54.406941+00:00
1887-04-01,17.82,shiller_pe_proxy,us,multpl,monthly,1887-04-01,2026-03-23 03:32:54.406941+00:00
1887-05-01,18.07,shiller_pe_proxy,us,multpl,monthly,1887-05-01,2026-03-23 03:32:54.406941+00:00
1887-06-01,17.71,shiller_pe_proxy,us,multpl,monthly,1887-06-01,2026-03-23 03:32:54.406941+00:00
1887-07-01,17.42,shiller_pe_proxy,us,multpl,monthly,1887-07-01,2026-03-23 03:32:54.406941+00:00
1887-08-01,16.74,shiller_pe_proxy,us,multpl,monthly,1887-08-01,2026-03-23 03:32:54.406941+00:00
1887-09-01,16.67,shiller_pe_proxy,us,multpl,monthly,1887-09-01,2026-03-23 03:32:54.406941+00:00
1887-10-01,15.88,shiller_pe_proxy,us,multpl,monthly,1887-10-01,2026-03-23 03:32:54.406941+00:00
